0,1,2,3,4,5,6,7,8,9
2024-connecticut-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1150,590,570,29,30,28.5,29,30
2024-connecticut-sat-suite-of-assessments-annual-report-ADA.pdf,50th,960,490,470,25,25,23.5,24,25
2024-connecticut-sat-suite-of-assessments-annual-report-ADA.pdf,25th,810,410,390,21,20,19.5,20,21
2024-delaware-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1080,560,530,28,28,26.5,28,29
2024-delaware-sat-suite-of-assessments-annual-report-ADA.pdf,50th,910,470,450,24,24,22.5,24,24
2024-delaware-sat-suite-of-assessments-annual-report-ADA.pdf,25th,790,400,380,20,20,19.5,20,21
2024-district-of-columbia-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1090,570,530,29,29,27.5,29,29
2024-district-of-columbia-sat-suite-of-assessments-annual-report-ADA.pdf,50th,860,450,420,23,23,21,23,23
2024-district-of-columbia-sat-suite-of-assessments-annual-report-ADA.pdf,25th,750,380,360,20,19,18,19,19
2024-florida-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1090,570,530,32,32,30.5,32,32
2024-florida-sat-suite-of-assessments-annual-report-ADA.pdf,50th,920,480,430,26,25,23.5,26,26
2024-florida-sat-suite-of-assessments-annual-report-ADA.pdf,25th,790,410,370,22,21,19,21,21
2024-georgia-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1180,610,580,32,32,31,32,32
2024-georgia-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1030,530,500,28,27,26,28,28
2024-georgia-sat-suite-of-assessments-annual-report-ADA.pdf,25th,890,460,420,24,23,21.5,24,23
2024-hawaii-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1250,630,620,32,32,31.5,32,32
2024-hawaii-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1120,570,540,29,29,27.5,29,29
2024-hawaii-sat-suite-of-assessments-annual-report-ADA.pdf,25th,990,500,480,25,25,24.5,25,26
2024-idaho-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1130,580,560,30,29,28,29,30
2024-idaho-sat-suite-of-assessments-annual-report-ADA.pdf,50th,990,500,490,26,25,24.5,26,25
2024-idaho-sat-suite-of-assessments-annual-report-ADA.pdf,25th,850,430,420,22,21,21,22,21
2024-illinois-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1110,570,550,29,29,28,29,29
2024-illinois-sat-suite-of-assessments-annual-report-ADA.pdf,50th,940,480,460,25,24,23,24,24
2024-illinois-sat-suite-of-assessments-annual-report-ADA.pdf,25th,800,400,390,21,20,19.5,21,20
2024-indiana-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1100,560,550,29,28,27.5,28,29
2024-indiana-sat-suite-of-assessments-annual-report-ADA.pdf,50th,950,480,470,24,24,23.5,24,25
2024-indiana-sat-suite-of-assessments-annual-report-ADA.pdf,25th,810,410,400,21,20,20,21,21
2024-iowa-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1350,680,670,35,35,34.5,35,35
2024-iowa-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1210,610,590,31,31,30.5,31,31
2024-iowa-sat-suite-of-assessments-annual-report-ADA.pdf,25th,1060,540,520,28,27,26,27,27
2024-kansas-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1400,710,700,36,37,36.5,36,36
2024-kansas-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1260,640,630,32,33,32,33,33
2024-kansas-sat-suite-of-assessments-annual-report-ADA.pdf,25th,1140,580,550,29,29,28,29,30
2024-kentucky-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1350,690,670,36,37,35.5,36,36
2024-kentucky-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1200,620,590,32,33,30.5,32,32
2024-kentucky-sat-suite-of-assessments-annual-report-ADA.pdf,25th,1070,550,510,28,29,26.5,28,29
2024-louisiana-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1350,690,670,36,37,35.5,36,36
2024-louisiana-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1210,620,580,31,33,31,31,32
2024-louisiana-sat-suite-of-assessments-annual-report-ADA.pdf,25th,1050,540,510,28,29,26.5,28,28
2024-maine-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1190,620,590,31,31,29.5,31,31
2024-maine-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1070,550,520,28,27,26,28,28
2024-maine-sat-suite-of-assessments-annual-report-ADA.pdf,25th,940,480,450,25,24,22.5,24,24
2024-maryland-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1160,600,570,30,30,29,30,30
2024-maryland-sat-suite-of-assessments-annual-report-ADA.pdf,50th,970,500,470,26,25,23.5,26,25
2024-maryland-sat-suite-of-assessments-annual-report-ADA.pdf,25th,810,420,390,21,20,19.5,21,21
2024-massachusetts-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1270,640,630,32,33,32,32,32
2024-massachusetts-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1110,560,550,28,28,27.5,28,29
2024-massachusetts-sat-suite-of-assessments-annual-report-ADA.pdf,25th,950,480,460,24,23,23,24,24
2024-michigan-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1100,570,540,29,29,27.5,29,29
2024-michigan-sat-suite-of-assessments-annual-report-ADA.pdf,50th,940,480,460,25,24,23.5,25,25
2024-michigan-sat-suite-of-assessments-annual-report-ADA.pdf,25th,800,410,390,21,20,19.5,21,21
2024-minnesota-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1390,700,700,35,36,35.5,35,35
2024-minnesota-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1240,620,610,31,32,31,32,32
2024-minnesota-sat-suite-of-assessments-annual-report-ADA.pdf,25th,1070,530,520,27,27,26.5,27,27
2024-mississippi-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1330,690,660,37,39,38.5,38,38
2024-mississippi-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1190,620,580,32,34,31,32,33
2024-mississippi-sat-suite-of-assessments-annual-report-ADA.pdf,25th,1060,550,510,28,29,27,28,28
2024-missouri-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1360,680,680,35,36,35.5,35,35
2024-missouri-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1210,610,590,31,32,30.5,31,32
2024-missouri-sat-suite-of-assessments-annual-report-ADA.pdf,25th,1050,530,510,27,27,26,27,27
2024-montana-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1330,680,650,35,35,33.5,35,34
2024-montana-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1210,620,590,31,32,30,31,31
2024-montana-sat-suite-of-assessments-annual-report-ADA.pdf,25th,1090,550,530,28,28,27,28,28
2024-nebraska-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1370,690,680,36,37,36.5,36,36
2024-nebraska-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1230,630,610,32,33,31.5,32,32
2024-nebraska-sat-suite-of-assessments-annual-report-ADA.pdf,25th,1090,550,530,28,28,27,28,29
2024-nevada-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1320,670,660,34,35,34,34,34
2024-nevada-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1180,600,580,30,31,29.5,30,31
2024-nevada-sat-suite-of-assessments-annual-report-ADA.pdf,25th,1050,530,500,27,27,25.5,27,27
2024-new-hampshire-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1160,590,570,30,30,29,30,30
2024-new-hampshire-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1000,510,490,26,25,25,26,26
2024-new-hampshire-sat-suite-of-assessments-annual-report-ADA.pdf,25th,870,440,420,22,22,21,22,22
2024-new-jersey-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1220,620,610,31,32,30.5,31,31
2024-new-jersey-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1040,530,510,27,26,26,27,27
2024-new-jersey-sat-suite-of-assessments-annual-report-ADA.pdf,25th,860,440,410,22,22,20.5,22,22
2024-new-mexico-sat-suite-of-assessments-annual-report-ADA.pdf,75th,980,510,490,27,26,25,26,26
2024-new-mexico-sat-suite-of-assessments-annual-report-ADA.pdf,50th,850,440,410,23,22,21,22,22
2024-new-mexico-sat-suite-of-assessments-annual-report-ADA.pdf,25th,760,390,370,20,19,18.5,19,19
2024-new-york-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1200,610,600,31,31,30,31,31
2024-new-york-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1020,520,510,26,25,25.5,26,26
2024-new-york-sat-suite-of-assessments-annual-report-ADA.pdf,25th,850,430,410,22,21,20.5,22,22
2024-north-carolina-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1290,660,640,33,33,32.5,33,33
2024-north-carolina-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1160,590,570,30,30,28.5,30,30
2024-north-carolina-sat-suite-of-assessments-annual-report-ADA.pdf,25th,1030,520,500,27,26,25.5,26,27
2024-north-dakota-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1370,680,670,36,37,35,35,36
2024-north-dakota-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1290,640,620,33,33,31.5,33,33
2024-north-dakota-sat-suite-of-assessments-annual-report-ADA.pdf,25th,1080,540,530,29,29,27,29,29
2024-ohio-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1190,600,590,30,30,29.5,30,31
2024-ohio-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1010,510,500,26,25,25.5,26,26
2024-ohio-sat-suite-of-assessments-annual-report-ADA.pdf,25th,840,420,410,21,21,20.5,21,21
2024-oklahoma-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1120,580,540,29,29,27.5,29,29
2024-oklahoma-sat-suite-of-assessments-annual-report-ADA.pdf,50th,930,480,450,24,24,22.5,24,24
2024-oklahoma-sat-suite-of-assessments-annual-report-ADA.pdf,25th,790,400,380,20,20,19,20,20
2024-oregon-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1260,650,620,33,33,31.5,33,33
2024-oregon-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1120,570,540,29,29,27.5,29,29
2024-oregon-sat-suite-of-assessments-annual-report-ADA.pdf,25th,970,500,460,25,24,23.5,25,25
2024-pennsylvania-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1220,620,600,31,32,30.5,31,32
2024-pennsylvania-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1080,550,530,28,27,26.5,28,28
2024-pennsylvania-sat-suite-of-assessments-annual-report-ADA.pdf,25th,930,470,450,24,23,22.5,24,24
2024-puerto-rico-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1090,580,530,30,31,27.5,30,30
2024-puerto-rico-sat-suite-of-assessments-annual-report-ADA.pdf,50th,960,510,450,26,26,23.5,26,26
2024-puerto-rico-sat-suite-of-assessments-annual-report-ADA.pdf,25th,850,450,390,23,23,20,23,22
2024-rhode-island-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1090,570,530,28,29,27,28,29
2024-rhode-island-sat-suite-of-assessments-annual-report-ADA.pdf,50th,930,480,450,24,24,22.5,24,24
2024-rhode-island-sat-suite-of-assessments-annual-report-ADA.pdf,25th,790,400,380,20,20,19,20,20
2024-south-carolina-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1140,590,560,31,31,29.5,31,31
2024-south-carolina-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1000,520,490,27,26,25.5,27,27
2024-south-carolina-sat-suite-of-assessments-annual-report-ADA.pdf,25th,870,450,420,23,22,21,23,23
2024-south-dakota-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1310,680,670,35,35,34.5,36,34
2024-south-dakota-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1210,620,600,32,32,30.5,32,32
2024-south-dakota-sat-suite-of-assessments-annual-report-ADA.pdf,25th,1090,540,530,28,27,27,28,29
2024-tennessee-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1340,680,670,35,36,34.5,35,35
2024-tennessee-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1200,620,590,31,32,30,31,32
2024-tennessee-sat-suite-of-assessments-annual-report-ADA.pdf,25th,1060,540,510,27,28,26,27,27
2024-texas-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1110,570,550,29,29,28,29,29
2024-texas-sat-suite-of-assessments-annual-report-ADA.pdf,50th,950,490,460,25,24,23.5,25,25
2024-texas-sat-suite-of-assessments-annual-report-ADA.pdf,25th,810,410,400,21,20,20,21,21
2024-us-virgin-islands-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1030,550,500,32,32,30,31,32
2024-us-virgin-islands-sat-suite-of-assessments-annual-report-ADA.pdf,50th,910,490,420,26,25,22,25,25
2024-us-virgin-islands-sat-suite-of-assessments-annual-report-ADA.pdf,25th,810,430,370,22,22,19,21,21
2024-utah-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1370,700,680,36,36,36,36,36
2024-utah-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1250,630,610,33,32,31.5,32,33
2024-utah-sat-suite-of-assessments-annual-report-ADA.pdf,25th,1090,560,530,29,28,27,29,29
2024-vermont-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1230,640,600,32,32,30,32,32
2024-vermont-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1090,560,530,28,28,27,28,29
2024-vermont-sat-suite-of-assessments-annual-report-ADA.pdf,25th,970,490,460,25,24,23,25,25
2024-virginia-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1250,640,610,32,33,31,32,32
2024-virginia-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1100,570,530,29,28,27,28,29
2024-virginia-sat-suite-of-assessments-annual-report-ADA.pdf,25th,950,490,450,25,24,22.5,25,24
2024-washington-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1260,640,620,33,33,31.5,33,33
2024-washington-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1080,550,530,28,28,27,28,28
2024-washington-sat-suite-of-assessments-annual-report-ADA.pdf,25th,890,460,430,24,23,21.5,23,23
2024-west-virginia-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1040,540,510,28,28,26,28,28
2024-west-virginia-sat-suite-of-assessments-annual-report-ADA.pdf,50th,900,470,430,24,24,21.5,24,24
2024-west-virginia-sat-suite-of-assessments-annual-report-ADA.pdf,25th,780,400,380,20,20,19,20,20
2024-wisconsin-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1390,690,700,35,36,36,35,35
2024-wisconsin-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1240,620,620,31,32,31.5,31,32
2024-wisconsin-sat-suite-of-assessments-annual-report-ADA.pdf,25th,1080,540,530,27,27,27,27,28
2024-wyoming-sat-suite-of-assessments-annual-report-ADA.pdf,75th,1390,710,680,36,36,34.5,36,35
2024-wyoming-sat-suite-of-assessments-annual-report-ADA.pdf,50th,1260,640,630,32,33,32,32,33
2024-wyoming-sat-suite-of-assessments-annual-report-ADA.pdf,25th,1140,570,540,28,29,29,28,30
