Year,State,Total_SAT_Takers,Total_Participation_Rate,Mean_Total_Score,Mean_ERW_Score,Mean_Math_Score,Race_Asian_N,Race_Asian_Pct,Race_Asian_Mean_Tot,Race_Asian_Mean_ERW,Race_Asian_Mean_Math,Race_Asian_Met_Both,Race_Asian_Met_ERW,Race_Asian_Met_Math,Race_Black_N,Race_Black_Pct,Race_Black_Mean_Tot,Race_Black_Mean_ERW,Race_Black_Mean_Math,Race_Black_Met_Both,Race_Black_Met_ERW,Race_Black_Met_Math,Race_Hispanic_N,Race_Hispanic_Pct,Race_Hispanic_Mean_Tot,Race_Hispanic_Mean_ERW,Race_Hispanic_Mean_Math,Race_Hispanic_Met_Both,Race_Hispanic_Met_ERW,Race_Hispanic_Met_Math,Race_White_N,Race_White_Pct,Race_White_Mean_Tot,Race_White_Mean_ERW,Race_White_Mean_Math,Race_White_Met_Both,Race_White_Met_ERW,Race_White_Met_Math,Race_Multi_N,Race_Multi_Pct,Race_Multi_Mean_Tot,Race_Multi_Mean_ERW,Race_Multi_Mean_Math,Race_Multi_Met_Both,Race_Multi_Met_ERW,Race_Multi_Met_Math,Race_NoResp_N,Race_NoResp_Pct,Race_NoResp_Mean_Tot,Race_NoResp_Mean_ERW,Race_NoResp_Mean_Math,Race_NoResp_Met_Both,Race_NoResp_Met_ERW,Race_NoResp_Met_Math,Gen_Female_N,Gen_Female_Pct,Gen_Female_Mean_Tot,Gen_Female_Mean_ERW,Gen_Female_Mean_Math,Gen_Female_Met_Both,Gen_Female_Met_ERW,Gen_Female_Met_Math,Gen_Male_N,Gen_Male_Pct,Gen_Male_Mean_Tot,Gen_Male_Mean_ERW,Gen_Male_Mean_Math,Gen_Male_Met_Both,Gen_Male_Met_ERW,Gen_Male_Met_Math,Gen_NoResp_N,Gen_NoResp_Pct,Gen_NoResp_Mean_Tot,Gen_NoResp_Mean_ERW,Gen_NoResp_Mean_Math,Gen_NoResp_Met_Both,Gen_NoResp_Met_ERW,Gen_NoResp_Met_Math,Edu_NoHS_N,Edu_NoHS_Pct,Edu_NoHS_Mean_Tot,Edu_NoHS_Mean_ERW,Edu_NoHS_Mean_Math,Edu_NoHS_Met_Both,Edu_NoHS_Met_ERW,Edu_NoHS_Met_Math,Edu_HS_N,Edu_HS_Pct,Edu_HS_Mean_Tot,Edu_HS_Mean_ERW,Edu_HS_Mean_Math,Edu_HS_Met_Both,Edu_HS_Met_ERW,Edu_HS_Met_Math,Edu_Assoc_N,Edu_Assoc_Pct,Edu_Assoc_Mean_Tot,Edu_Assoc_Mean_ERW,Edu_Assoc_Mean_Math,Edu_Assoc_Met_Both,Edu_Assoc_Met_ERW,Edu_Assoc_Met_Math,Edu_Bach_N,Edu_Bach_Pct,Edu_Bach_Mean_Tot,Edu_Bach_Mean_ERW,Edu_Bach_Mean_Math,Edu_Bach_Met_Both,Edu_Bach_Met_ERW,Edu_Bach_Met_Math,Edu_Grad_N,Edu_Grad_Pct,Edu_Grad_Mean_Tot,Edu_Grad_Mean_ERW,Edu_Grad_Mean_Math,Edu_Grad_Met_Both,Edu_Grad_Met_ERW,Edu_Grad_Met_Math,Edu_NoResp_N,Edu_NoResp_Pct,Edu_NoResp_Mean_Tot,Edu_NoResp_Mean_ERW,Edu_NoResp_Mean_Math,Edu_NoResp_Met_Both,Edu_NoResp_Met_ERW,Edu_NoResp_Met_Math,Loc_City_N,Loc_City_Pct,Loc_City_Mean_Tot,Loc_City_Mean_ERW,Loc_City_Mean_Math,Loc_City_Met_Both,Loc_City_Met_ERW,Loc_City_Met_Math,Loc_Suburb_N,Loc_Suburb_Pct,Loc_Suburb_Mean_Tot,Loc_Suburb_Mean_ERW,Loc_Suburb_Mean_Math,Loc_Suburb_Met_Both,Loc_Suburb_Met_ERW,Loc_Suburb_Met_Math,Loc_TownRural_N,Loc_TownRural_Pct,Loc_TownRural_Mean_Tot,Loc_TownRural_Mean_ERW,Loc_TownRural_Mean_Math,Loc_TownRural_Met_Both,Loc_TownRural_Met_ERW,Loc_TownRural_Met_Math,Loc_Unknown_N,Loc_Unknown_Pct,Loc_Unknown_Mean_Tot,Loc_Unknown_Mean_ERW,Loc_Unknown_Mean_Math,Loc_Unknown_Met_Both,Loc_Unknown_Met_ERW,Loc_Unknown_Met_Math,Inc_Lowest_N,Inc_Lowest_Pct,Inc_Lowest_Mean_Tot,Inc_Lowest_Mean_ERW,Inc_Lowest_Mean_Math,Inc_Lowest_Met_Both,Inc_Lowest_Met_ERW,Inc_Lowest_Met_Math,Inc_2ndLow_N,Inc_2ndLow_Pct,Inc_2ndLow_Mean_Tot,Inc_2ndLow_Mean_ERW,Inc_2ndLow_Mean_Math,Inc_2ndLow_Met_Both,Inc_2ndLow_Met_ERW,Inc_2ndLow_Met_Math,Inc_Middle_N,Inc_Middle_Pct,Inc_Middle_Mean_Tot,Inc_Middle_Mean_ERW,Inc_Middle_Mean_Math,Inc_Middle_Met_Both,Inc_Middle_Met_ERW,Inc_Middle_Met_Math,Inc_2ndHigh_N,Inc_2ndHigh_Pct,Inc_2ndHigh_Mean_Tot,Inc_2ndHigh_Mean_ERW,Inc_2ndHigh_Mean_Math,Inc_2ndHigh_Met_Both,Inc_2ndHigh_Met_ERW,Inc_2ndHigh_Met_Math,Inc_Highest_N,Inc_Highest_Pct,Inc_Highest_Mean_Tot,Inc_Highest_Mean_ERW,Inc_Highest_Mean_Math,Inc_Highest_Met_Both,Inc_Highest_Met_ERW,Inc_Highest_Met_Math,Inc_Unknown_N,Inc_Unknown_Pct,Inc_Unknown_Mean_Tot,Inc_Unknown_Mean_ERW,Inc_Unknown_Mean_Math,Inc_Unknown_Met_Both,Inc_Unknown_Met_ERW,Inc_Unknown_Met_Math,SAT_75th_Total,SAT_75th_ERW,SAT_75th_Math,SAT_75th_Reading,SAT_75th_Writing,SAT_75th_Math_Sub,SAT_75th_Hist_Soc,SAT_75th_Science,SAT_50th_Total,SAT_50th_ERW,SAT_50th_Math,SAT_50th_Reading,SAT_50th_Writing,SAT_50th_Math_Sub,SAT_50th_Hist_Soc,SAT_50th_Science,SAT_25th_Total,SAT_25th_ERW,SAT_25th_Math,SAT_25th_Reading,SAT_25th_Writing,SAT_25th_Math_Sub,SAT_25th_Hist_Soc,SAT_25th_Science,Race_AmInd_N,Race_AmInd_Pct,Race_AmInd_Mean_Tot,Race_AmInd_Mean_ERW,Race_AmInd_Mean_Math,Race_AmInd_Met_Both,Race_AmInd_Met_ERW,Race_AmInd_Met_Math,Race_NatHaw_N,Race_NatHaw_Pct,Race_NatHaw_Mean_Tot,Race_NatHaw_Mean_ERW,Race_NatHaw_Mean_Math,Race_NatHaw_Met_Both,Race_NatHaw_Met_ERW,Race_NatHaw_Met_Math,SAT_IQR_Spread
2023,Georgia,64316.0,0.53,0.0,0.0,0.0,5378.0,0.08,1222.0,601.0,620.0,0.74,0.86,0.77,18545.0,0.29,944.0,487.0,457.0,0.2,0.52,0.21,8693.0,0.14,1014.0,518.0,496.0,0.35,0.66,0.36,26928.0,0.42,1109.0,568.0,541.0,0.54,0.85,0.55,2705.0,0.04,1088.0,558.0,530.0,0.49,0.8,0.49,1781.0,0.03,1002.0,514.0,488.0,0.32,0.6,0.33,35135.0,0.55,1040.0,537.0,503.0,0.38,0.72,0.39,28843.0,0.45,1070.0,541.0,530.0,0.47,0.72,0.49,2493.0,0.04,956.0,490.0,467.0,0.26,0.5,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4338.0,0.07,1000.0,514.0,486.0,0.31,0.65,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16375.0,0.25,1138.0,580.0,558.0,0.59,0.84,0.6,4895.0,0.08,938.0,479.0,458.0,0.21,0.47,0.23,9929.0,0.15,1023.0,525.0,499.0,0.38,0.64,0.39,31661.0,0.49,1077.0,548.0,529.0,0.47,0.75,0.49,19152.0,0.3,1020.0,524.0,496.0,0.35,0.69,0.36,4742.0,0.07,971.0,498.0,472.0,0.27,0.55,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190,610,580,31,31,29.0,31,31,1040,530,510,27,26,25.5,27,27,910,470,430,24,23,21.5,24,23,222.0,0.0,961.0,491.0,470.0,0.27,0.53,0.29,64.0,0.0,1013.0,516.0,497.0,0.33,0.58,0.36,280
2023,Hawaii,4546.0,0.3,0.0,0.0,0.0,1557.0,0.34,1153.0,574.0,579.0,0.67,0.85,0.69,42.0,0.01,995.0,509.0,486.0,0.33,0.6,0.36,637.0,0.14,1065.0,549.0,517.0,0.42,0.77,0.43,482.0,0.11,1164.0,599.0,564.0,0.68,0.91,0.69,1394.0,0.31,1113.0,569.0,545.0,0.55,0.85,0.56,127.0,0.03,1085.0,546.0,539.0,0.5,0.66,0.53,2424.0,0.53,1113.0,570.0,544.0,0.55,0.84,0.56,2082.0,0.46,1115.0,558.0,556.0,0.57,0.79,0.6,151.0,0.03,1057.0,535.0,522.0,0.42,0.68,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,0.08,1053.0,537.0,516.0,0.44,0.77,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1143.0,0.25,1181.0,601.0,580.0,0.68,0.9,0.69,251.0,0.06,1030.0,524.0,506.0,0.38,0.65,0.41,2180.0,0.48,1143.0,576.0,567.0,0.62,0.84,0.63,1129.0,0.25,1100.0,559.0,542.0,0.55,0.83,0.57,932.0,0.21,1077.0,550.0,527.0,0.47,0.76,0.5,672.0,0.15,1085.0,547.0,538.0,0.5,0.76,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1240,630,610,32,32,30.5,32,32,1110,560,540,28,28,27.0,28,29,980,500,480,25,25,24.0,25,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.07,973.0,496.0,477.0,0.26,0.57,0.28,260
2023,Idaho,21813.0,0.95,0.0,0.0,0.0,311.0,0.01,1093.0,546.0,547.0,0.54,0.75,0.57,216.0,0.01,877.0,451.0,426.0,0.11,0.35,0.12,2798.0,0.13,897.0,456.0,441.0,0.16,0.37,0.18,11364.0,0.52,1023.0,521.0,502.0,0.4,0.67,0.42,614.0,0.03,1008.0,514.0,494.0,0.35,0.62,0.37,5944.0,0.27,901.0,460.0,442.0,0.17,0.39,0.19,10725.0,0.49,970.0,500.0,471.0,0.27,0.57,0.29,11045.0,0.51,968.0,487.0,481.0,0.32,0.51,0.35,9501.0,0.44,935.0,477.0,458.0,0.23,0.47,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.0,0.04,994.0,506.0,487.0,0.35,0.63,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2515.0,0.12,1118.0,567.0,551.0,0.6,0.82,0.61,9579.0,0.44,904.0,461.0,443.0,0.17,0.41,0.19,5008.0,0.23,1016.0,516.0,500.0,0.38,0.63,0.4,4880.0,0.22,954.0,486.0,468.0,0.28,0.52,0.3,11316.0,0.52,951.0,484.0,467.0,0.26,0.51,0.28,3060.0,0.14,914.0,466.0,448.0,0.2,0.42,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090,560,540,28,28,27.0,28,28,950,490,470,25,24,23.5,25,25,820,420,390,21,20,19.5,22,21,504.0,0.02,900.0,458.0,442.0,0.14,0.39,0.17,62.0,0.0,930.0,474.0,456.0,0.27,0.48,0.27,270
2023,Illinois,142769.0,0.96,0.0,0.0,0.0,7745.0,0.05,1181.0,583.0,599.0,0.68,0.81,0.71,14048.0,0.1,875.0,448.0,427.0,0.12,0.33,0.14,30921.0,0.22,928.0,470.0,457.0,0.21,0.44,0.24,47968.0,0.34,1075.0,544.0,531.0,0.51,0.74,0.53,3942.0,0.03,1064.0,541.0,524.0,0.47,0.69,0.48,36656.0,0.26,855.0,436.0,419.0,0.1,0.28,0.12,70207.0,0.49,975.0,499.0,476.0,0.3,0.55,0.31,72248.0,0.51,965.0,485.0,481.0,0.31,0.48,0.34,55038.0,0.39,910.0,463.0,447.0,0.2,0.4,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5483.0,0.04,995.0,506.0,489.0,0.33,0.62,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18645.0,0.13,1176.0,592.0,584.0,0.69,0.86,0.7,59246.0,0.41,862.0,438.0,423.0,0.11,0.29,0.13,40278.0,0.28,942.0,478.0,464.0,0.26,0.44,0.28,72623.0,0.51,994.0,502.0,491.0,0.35,0.56,0.37,27881.0,0.2,949.0,484.0,466.0,0.26,0.5,0.28,27437.0,0.19,875.0,446.0,430.0,0.14,0.32,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110,560,550,28,28,27.5,29,28,940,480,470,25,24,23.5,25,24,810,410,390,21,20,19.5,21,21,1370.0,0.01,876.0,446.0,430.0,0.12,0.32,0.14,119.0,0.0,874.0,448.0,425.0,0.16,0.32,0.17,300
2023,Indiana,78001.0,1.0,0.0,0.0,0.0,2114.0,0.03,1092.0,538.0,553.0,0.51,0.66,0.55,7470.0,0.1,864.0,437.0,427.0,0.1,0.28,0.11,10108.0,0.13,914.0,461.0,453.0,0.18,0.39,0.2,43123.0,0.55,1026.0,516.0,510.0,0.4,0.64,0.43,3240.0,0.04,988.0,500.0,488.0,0.31,0.56,0.33,10712.0,0.14,864.0,438.0,426.0,0.1,0.28,0.11,38684.0,0.5,975.0,496.0,479.0,0.29,0.54,0.3,39162.0,0.5,967.0,483.0,485.0,0.31,0.48,0.34,14673.0,0.19,879.0,445.0,434.0,0.13,0.32,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4734.0,0.06,981.0,494.0,487.0,0.3,0.55,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9325.0,0.12,1121.0,563.0,558.0,0.59,0.78,0.61,18982.0,0.24,863.0,437.0,426.0,0.1,0.28,0.11,23502.0,0.3,950.0,480.0,470.0,0.26,0.46,0.28,22130.0,0.28,1002.0,504.0,498.0,0.35,0.58,0.38,30142.0,0.39,963.0,484.0,479.0,0.28,0.5,0.3,10354.0,0.13,899.0,454.0,445.0,0.17,0.35,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100,560,550,28,28,27.5,28,28,950,480,470,24,24,23.5,24,24,820,410,400,21,20,20.0,20,21,1148.0,0.01,880.0,443.0,437.0,0.12,0.29,0.15,86.0,0.0,852.0,428.0,424.0,0.12,0.24,0.13,280
2023,Iowa,817.0,0.02,0.0,0.0,0.0,142.0,0.17,1311.0,638.0,674.0,0.89,0.94,0.94,47.0,0.06,1088.0,548.0,540.0,0.62,0.77,0.62,64.0,0.08,1117.0,571.0,546.0,0.53,0.81,0.55,495.0,0.61,1203.0,613.0,590.0,0.73,0.91,0.74,47.0,0.06,1237.0,626.0,611.0,0.81,0.91,0.83,21.0,0.03,1111.0,569.0,542.0,0.71,0.76,0.71,440.0,0.54,1202.0,612.0,589.0,0.72,0.91,0.73,367.0,0.45,1214.0,606.0,609.0,0.76,0.87,0.78,30.0,0.04,1184.0,590.0,594.0,0.73,0.9,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.06,1087.0,559.0,529.0,0.55,0.78,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,0.44,1281.0,645.0,636.0,0.87,0.96,0.88,53.0,0.06,1056.0,527.0,529.0,0.45,0.68,0.49,305.0,0.37,1274.0,642.0,632.0,0.84,0.95,0.85,168.0,0.21,1229.0,614.0,615.0,0.8,0.95,0.81,271.0,0.33,1134.0,575.0,560.0,0.61,0.8,0.64,86.0,0.11,1118.0,561.0,557.0,0.58,0.72,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1360,690,680,34,35,34.0,35,34,1220,620,600,31,31,30.0,31,31,1080,540,530,27,27,26.5,27,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280
2023,Kansas,683.0,0.02,0.0,0.0,0.0,147.0,0.22,1338.0,649.0,689.0,0.92,0.95,0.94,37.0,0.05,1077.0,555.0,522.0,0.38,0.76,0.38,67.0,0.1,1138.0,579.0,559.0,0.58,0.87,0.58,361.0,0.53,1249.0,635.0,614.0,0.8,0.94,0.81,48.0,0.07,1239.0,625.0,615.0,0.81,0.94,0.83,20.0,0.03,1198.0,605.0,593.0,0.7,0.9,0.7,349.0,0.51,1228.0,623.0,605.0,0.75,0.93,0.77,326.0,0.48,1264.0,630.0,635.0,0.81,0.91,0.82,22.0,0.03,1194.0,596.0,598.0,0.64,0.86,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.03,1173.0,600.0,573.0,0.57,0.86,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,0.52,1292.0,648.0,644.0,0.87,0.96,0.87,17.0,0.02,1185.0,572.0,613.0,0.76,0.82,0.82,308.0,0.45,1280.0,639.0,642.0,0.84,0.94,0.85,123.0,0.18,1240.0,622.0,618.0,0.83,0.91,0.84,194.0,0.28,1212.0,614.0,598.0,0.68,0.91,0.69,114.0,0.17,1279.0,638.0,641.0,0.85,0.93,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1390,700,700,35,36,35.0,35,34,1260,640,620,32,33,31.0,32,32,1120,560,550,28,28,27.5,28,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270
2023,Kentucky,962.0,0.02,0.0,0.0,0.0,146.0,0.15,1320.0,649.0,671.0,0.87,0.96,0.88,64.0,0.07,1059.0,546.0,513.0,0.41,0.75,0.42,69.0,0.07,1125.0,573.0,552.0,0.65,0.88,0.65,609.0,0.63,1212.0,623.0,589.0,0.74,0.93,0.75,38.0,0.04,1125.0,580.0,545.0,0.61,0.92,0.61,31.0,0.03,1189.0,609.0,580.0,0.74,0.87,0.77,526.0,0.55,1180.0,610.0,571.0,0.67,0.91,0.67,430.0,0.45,1240.0,623.0,616.0,0.8,0.93,0.81,40.0,0.04,1256.0,641.0,616.0,0.85,0.98,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.05,1160.0,601.0,560.0,0.66,0.89,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,0.41,1251.0,637.0,614.0,0.81,0.96,0.81,35.0,0.04,1203.0,609.0,595.0,0.83,0.91,0.83,417.0,0.43,1242.0,629.0,613.0,0.78,0.93,0.78,145.0,0.15,1216.0,619.0,598.0,0.77,0.92,0.79,198.0,0.21,1172.0,604.0,568.0,0.68,0.91,0.68,72.0,0.07,1139.0,575.0,564.0,0.67,0.89,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340,680,660,34,35,33.0,34,34,1220,620,590,31,32,29.5,31,31,1090,550,520,27,28,26.0,27,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250
2023,Louisiana,1278.0,0.03,0.0,0.0,0.0,108.0,0.08,1331.0,657.0,674.0,0.88,0.94,0.91,222.0,0.17,1040.0,535.0,506.0,0.39,0.68,0.42,123.0,0.1,1197.0,611.0,586.0,0.7,0.9,0.71,716.0,0.56,1225.0,629.0,596.0,0.76,0.94,0.77,56.0,0.04,1237.0,633.0,605.0,0.84,0.93,0.86,48.0,0.04,1102.0,568.0,534.0,0.46,0.69,0.46,736.0,0.58,1167.0,602.0,565.0,0.64,0.88,0.64,529.0,0.41,1230.0,622.0,609.0,0.76,0.89,0.78,79.0,0.06,1178.0,600.0,578.0,0.61,0.85,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.04,1082.0,561.0,521.0,0.38,0.78,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.0,0.42,1257.0,642.0,615.0,0.81,0.95,0.81,48.0,0.04,1141.0,579.0,562.0,0.5,0.71,0.5,619.0,0.48,1219.0,622.0,597.0,0.74,0.89,0.75,189.0,0.15,1136.0,582.0,554.0,0.58,0.83,0.6,189.0,0.15,1152.0,592.0,560.0,0.64,0.84,0.67,74.0,0.06,1160.0,592.0,568.0,0.64,0.84,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350,690,670,34,35,33.5,34,34,1210,620,580,31,32,29.0,30,31,1050,540,510,27,27,25.5,27,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300
2023,Maine,5649.0,0.38,0.0,0.0,0.0,219.0,0.04,1169.0,563.0,606.0,0.65,0.77,0.75,191.0,0.03,902.0,462.0,440.0,0.17,0.43,0.18,236.0,0.04,1030.0,527.0,503.0,0.37,0.71,0.37,4115.0,0.73,1103.0,564.0,539.0,0.53,0.82,0.55,207.0,0.04,1092.0,562.0,530.0,0.49,0.8,0.51,599.0,0.11,979.0,500.0,479.0,0.27,0.56,0.31,2884.0,0.51,1071.0,553.0,518.0,0.45,0.78,0.46,2685.0,0.48,1088.0,548.0,540.0,0.53,0.75,0.56,895.0,0.16,1002.0,513.0,489.0,0.33,0.62,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,0.06,1039.0,530.0,509.0,0.39,0.73,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464.0,0.26,1168.0,596.0,572.0,0.67,0.9,0.68,936.0,0.17,950.0,487.0,462.0,0.22,0.51,0.24,966.0,0.17,1053.0,543.0,511.0,0.43,0.72,0.44,1358.0,0.24,1118.0,569.0,549.0,0.56,0.83,0.58,3092.0,0.55,1066.0,543.0,523.0,0.46,0.75,0.48,426.0,0.08,997.0,509.0,488.0,0.32,0.62,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1210,620,590,31,31,29.5,31,31,1070,550,530,28,27,26.5,27,28,940,480,460,24,23,23.0,24,24,80.0,0.01,923.0,474.0,449.0,0.16,0.51,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270
