Year,State,Total_SAT_Takers,Total_Participation_Rate,Mean_Total_Score,Mean_ERW_Score,Mean_Math_Score,Race_Asian_N,Race_Asian_Pct,Race_Asian_Mean_Tot,Race_Asian_Mean_ERW,Race_Asian_Mean_Math,Race_Asian_Met_Both,Race_Asian_Met_ERW,Race_Asian_Met_Math,Race_Black_N,Race_Black_Pct,Race_Black_Mean_Tot,Race_Black_Mean_ERW,Race_Black_Mean_Math,Race_Black_Met_Both,Race_Black_Met_ERW,Race_Black_Met_Math,Race_Hispanic_N,Race_Hispanic_Pct,Race_Hispanic_Mean_Tot,Race_Hispanic_Mean_ERW,Race_Hispanic_Mean_Math,Race_Hispanic_Met_Both,Race_Hispanic_Met_ERW,Race_Hispanic_Met_Math,Race_White_N,Race_White_Pct,Race_White_Mean_Tot,Race_White_Mean_ERW,Race_White_Mean_Math,Race_White_Met_Both,Race_White_Met_ERW,Race_White_Met_Math,Race_Multi_N,Race_Multi_Pct,Race_Multi_Mean_Tot,Race_Multi_Mean_ERW,Race_Multi_Mean_Math,Race_Multi_Met_Both,Race_Multi_Met_ERW,Race_Multi_Met_Math,Race_NoResp_N,Race_NoResp_Pct,Race_NoResp_Mean_Tot,Race_NoResp_Mean_ERW,Race_NoResp_Mean_Math,Race_NoResp_Met_Both,Race_NoResp_Met_ERW,Race_NoResp_Met_Math,Gen_Female_N,Gen_Female_Pct,Gen_Female_Mean_Tot,Gen_Female_Mean_ERW,Gen_Female_Mean_Math,Gen_Female_Met_Both,Gen_Female_Met_ERW,Gen_Female_Met_Math,Gen_Male_N,Gen_Male_Pct,Gen_Male_Mean_Tot,Gen_Male_Mean_ERW,Gen_Male_Mean_Math,Gen_Male_Met_Both,Gen_Male_Met_ERW,Gen_Male_Met_Math,Gen_NoResp_N,Gen_NoResp_Pct,Gen_NoResp_Mean_Tot,Gen_NoResp_Mean_ERW,Gen_NoResp_Mean_Math,Gen_NoResp_Met_Both,Gen_NoResp_Met_ERW,Gen_NoResp_Met_Math,Edu_NoHS_N,Edu_NoHS_Pct,Edu_NoHS_Mean_Tot,Edu_NoHS_Mean_ERW,Edu_NoHS_Mean_Math,Edu_NoHS_Met_Both,Edu_NoHS_Met_ERW,Edu_NoHS_Met_Math,Edu_HS_N,Edu_HS_Pct,Edu_HS_Mean_Tot,Edu_HS_Mean_ERW,Edu_HS_Mean_Math,Edu_HS_Met_Both,Edu_HS_Met_ERW,Edu_HS_Met_Math,Edu_Assoc_N,Edu_Assoc_Pct,Edu_Assoc_Mean_Tot,Edu_Assoc_Mean_ERW,Edu_Assoc_Mean_Math,Edu_Assoc_Met_Both,Edu_Assoc_Met_ERW,Edu_Assoc_Met_Math,Edu_Bach_N,Edu_Bach_Pct,Edu_Bach_Mean_Tot,Edu_Bach_Mean_ERW,Edu_Bach_Mean_Math,Edu_Bach_Met_Both,Edu_Bach_Met_ERW,Edu_Bach_Met_Math,Edu_Grad_N,Edu_Grad_Pct,Edu_Grad_Mean_Tot,Edu_Grad_Mean_ERW,Edu_Grad_Mean_Math,Edu_Grad_Met_Both,Edu_Grad_Met_ERW,Edu_Grad_Met_Math,Edu_NoResp_N,Edu_NoResp_Pct,Edu_NoResp_Mean_Tot,Edu_NoResp_Mean_ERW,Edu_NoResp_Mean_Math,Edu_NoResp_Met_Both,Edu_NoResp_Met_ERW,Edu_NoResp_Met_Math,Loc_City_N,Loc_City_Pct,Loc_City_Mean_Tot,Loc_City_Mean_ERW,Loc_City_Mean_Math,Loc_City_Met_Both,Loc_City_Met_ERW,Loc_City_Met_Math,Loc_Suburb_N,Loc_Suburb_Pct,Loc_Suburb_Mean_Tot,Loc_Suburb_Mean_ERW,Loc_Suburb_Mean_Math,Loc_Suburb_Met_Both,Loc_Suburb_Met_ERW,Loc_Suburb_Met_Math,Loc_TownRural_N,Loc_TownRural_Pct,Loc_TownRural_Mean_Tot,Loc_TownRural_Mean_ERW,Loc_TownRural_Mean_Math,Loc_TownRural_Met_Both,Loc_TownRural_Met_ERW,Loc_TownRural_Met_Math,Loc_Unknown_N,Loc_Unknown_Pct,Loc_Unknown_Mean_Tot,Loc_Unknown_Mean_ERW,Loc_Unknown_Mean_Math,Loc_Unknown_Met_Both,Loc_Unknown_Met_ERW,Loc_Unknown_Met_Math,Inc_Lowest_N,Inc_Lowest_Pct,Inc_Lowest_Mean_Tot,Inc_Lowest_Mean_ERW,Inc_Lowest_Mean_Math,Inc_Lowest_Met_Both,Inc_Lowest_Met_ERW,Inc_Lowest_Met_Math,Inc_2ndLow_N,Inc_2ndLow_Pct,Inc_2ndLow_Mean_Tot,Inc_2ndLow_Mean_ERW,Inc_2ndLow_Mean_Math,Inc_2ndLow_Met_Both,Inc_2ndLow_Met_ERW,Inc_2ndLow_Met_Math,Inc_Middle_N,Inc_Middle_Pct,Inc_Middle_Mean_Tot,Inc_Middle_Mean_ERW,Inc_Middle_Mean_Math,Inc_Middle_Met_Both,Inc_Middle_Met_ERW,Inc_Middle_Met_Math,Inc_2ndHigh_N,Inc_2ndHigh_Pct,Inc_2ndHigh_Mean_Tot,Inc_2ndHigh_Mean_ERW,Inc_2ndHigh_Mean_Math,Inc_2ndHigh_Met_Both,Inc_2ndHigh_Met_ERW,Inc_2ndHigh_Met_Math,Inc_Highest_N,Inc_Highest_Pct,Inc_Highest_Mean_Tot,Inc_Highest_Mean_ERW,Inc_Highest_Mean_Math,Inc_Highest_Met_Both,Inc_Highest_Met_ERW,Inc_Highest_Met_Math,Inc_Unknown_N,Inc_Unknown_Pct,Inc_Unknown_Mean_Tot,Inc_Unknown_Mean_ERW,Inc_Unknown_Mean_Math,Inc_Unknown_Met_Both,Inc_Unknown_Met_ERW,Inc_Unknown_Met_Math,SAT_75th_Total,SAT_75th_ERW,SAT_75th_Math,SAT_75th_Reading,SAT_75th_Writing,SAT_75th_Math_Sub,SAT_75th_Hist_Soc,SAT_75th_Science,SAT_50th_Total,SAT_50th_ERW,SAT_50th_Math,SAT_50th_Reading,SAT_50th_Writing,SAT_50th_Math_Sub,SAT_50th_Hist_Soc,SAT_50th_Science,SAT_25th_Total,SAT_25th_ERW,SAT_25th_Math,SAT_25th_Reading,SAT_25th_Writing,SAT_25th_Math_Sub,SAT_25th_Hist_Soc,SAT_25th_Science,Race_AmInd_N,Race_AmInd_Pct,Race_AmInd_Mean_Tot,Race_AmInd_Mean_ERW,Race_AmInd_Mean_Math,Race_AmInd_Met_Both,Race_AmInd_Met_ERW,Race_AmInd_Met_Math,Race_NatHaw_N,Race_NatHaw_Pct,Race_NatHaw_Mean_Tot,Race_NatHaw_Mean_ERW,Race_NatHaw_Mean_Math,Race_NatHaw_Met_Both,Race_NatHaw_Met_ERW,Race_NatHaw_Met_Math,SAT_IQR_Spread
2023,Maryland,51825.0,0.71,0.0,0.0,0.0,4427.0,0.09,1194.0,592.0,602.0,0.68,0.82,0.7,15136.0,0.29,900.0,466.0,435.0,0.16,0.42,0.17,7160.0,0.14,944.0,485.0,459.0,0.24,0.49,0.25,18582.0,0.36,1094.0,558.0,536.0,0.53,0.77,0.55,2414.0,0.05,1073.0,549.0,524.0,0.48,0.73,0.49,3563.0,0.07,894.0,457.0,437.0,0.18,0.35,0.18,26451.0,0.51,1004.0,519.0,485.0,0.34,0.61,0.35,25094.0,0.48,1012.0,511.0,501.0,0.39,0.58,0.41,11389.0,0.22,869.0,446.0,423.0,0.14,0.32,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1953.0,0.04,978.0,503.0,475.0,0.28,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13323.0,0.26,1167.0,593.0,574.0,0.64,0.85,0.65,11690.0,0.23,842.0,432.0,410.0,0.1,0.26,0.1,10860.0,0.21,1014.0,516.0,498.0,0.39,0.57,0.4,29667.0,0.57,985.0,506.0,479.0,0.32,0.57,0.33,9763.0,0.19,1048.0,531.0,517.0,0.44,0.67,0.46,5315.0,0.1,873.0,449.0,424.0,0.15,0.34,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170,600,580,30,30,29.0,30,30,980,510,480,26,25,24.0,26,25,820,430,400,22,21,20.0,22,21,445.0,0.01,868.0,444.0,424.0,0.16,0.32,0.17,98.0,0.0,893.0,460.0,434.0,0.16,0.43,0.16,350
2023,Massachusetts,44441.0,0.57,0.0,0.0,0.0,4668.0,0.11,1260.0,614.0,646.0,0.79,0.88,0.82,3101.0,0.07,971.0,492.0,479.0,0.28,0.54,0.3,6175.0,0.14,987.0,499.0,488.0,0.32,0.56,0.34,25327.0,0.57,1149.0,582.0,567.0,0.64,0.87,0.66,1729.0,0.04,1172.0,593.0,579.0,0.66,0.86,0.67,3257.0,0.07,955.0,481.0,473.0,0.28,0.44,0.3,23047.0,0.52,1097.0,558.0,539.0,0.52,0.77,0.54,20904.0,0.47,1126.0,561.0,565.0,0.6,0.77,0.63,4804.0,0.11,964.0,486.0,478.0,0.31,0.48,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1935.0,0.04,1040.0,527.0,513.0,0.4,0.71,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14681.0,0.33,1224.0,616.0,608.0,0.76,0.91,0.77,5114.0,0.12,937.0,472.0,465.0,0.25,0.44,0.27,8296.0,0.19,1017.0,511.0,506.0,0.4,0.56,0.42,29153.0,0.66,1131.0,570.0,561.0,0.6,0.82,0.62,4685.0,0.11,1131.0,572.0,559.0,0.6,0.82,0.61,4544.0,0.1,978.0,492.0,486.0,0.32,0.51,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260,640,630,32,32,31.5,32,32,1110,560,550,28,28,27.5,28,29,960,480,470,24,24,23.5,24,24,156.0,0.0,988.0,503.0,485.0,0.26,0.59,0.28,28.0,0.0,954.0,474.0,479.0,0.25,0.46,0.25,300
2023,Michigan,102466.0,0.97,0.0,0.0,0.0,4368.0,0.04,1152.0,570.0,582.0,0.6,0.74,0.63,14136.0,0.14,827.0,426.0,401.0,0.07,0.24,0.07,9903.0,0.1,902.0,462.0,440.0,0.17,0.39,0.19,67583.0,0.66,995.0,507.0,488.0,0.34,0.6,0.36,2341.0,0.02,1042.0,532.0,510.0,0.42,0.69,0.44,2829.0,0.03,914.0,469.0,445.0,0.19,0.4,0.2,51178.0,0.5,972.0,501.0,471.0,0.28,0.56,0.29,51047.0,0.5,961.0,485.0,477.0,0.3,0.49,0.33,39818.0,0.39,915.0,467.0,448.0,0.2,0.43,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4825.0,0.05,989.0,505.0,483.0,0.32,0.61,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13704.0,0.13,1150.0,581.0,569.0,0.64,0.83,0.65,39802.0,0.39,867.0,444.0,423.0,0.11,0.32,0.13,19315.0,0.19,943.0,481.0,462.0,0.26,0.46,0.27,47028.0,0.46,979.0,499.0,481.0,0.32,0.55,0.33,33818.0,0.33,962.0,491.0,471.0,0.28,0.53,0.3,11546.0,0.11,882.0,452.0,430.0,0.15,0.35,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100,560,540,28,28,27.0,29,28,940,480,460,25,24,23.0,25,25,810,410,390,21,20,19.5,21,21,1229.0,0.01,886.0,453.0,433.0,0.15,0.34,0.17,77.0,0.0,901.0,462.0,440.0,0.17,0.35,0.22,290
2023,Minnesota,2159.0,0.03,0.0,0.0,0.0,359.0,0.17,1313.0,640.0,674.0,0.87,0.92,0.91,181.0,0.08,1032.0,524.0,508.0,0.42,0.65,0.44,333.0,0.15,1005.0,501.0,505.0,0.33,0.51,0.4,1029.0,0.48,1260.0,636.0,623.0,0.83,0.95,0.84,120.0,0.06,1222.0,616.0,606.0,0.74,0.91,0.74,131.0,0.06,1147.0,574.0,573.0,0.56,0.68,0.57,1151.0,0.53,1181.0,599.0,582.0,0.67,0.83,0.7,986.0,0.46,1222.0,604.0,619.0,0.73,0.83,0.76,195.0,0.09,1034.0,519.0,515.0,0.39,0.55,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.03,1113.0,561.0,552.0,0.59,0.84,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.0,0.43,1298.0,651.0,647.0,0.87,0.95,0.88,179.0,0.08,998.0,499.0,499.0,0.32,0.48,0.35,745.0,0.35,1297.0,651.0,646.0,0.86,0.95,0.88,723.0,0.33,1147.0,575.0,572.0,0.63,0.76,0.66,337.0,0.16,1200.0,598.0,602.0,0.72,0.88,0.75,214.0,0.1,1106.0,553.0,553.0,0.52,0.66,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380,690,690,35,35,35.0,35,34,1230,620,610,31,31,30.5,31,31,1040,520,520,26,26,26.0,26,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340
2023,Mississippi,398.0,0.01,0.0,0.0,0.0,50.0,0.13,1283.0,629.0,654.0,0.92,0.96,0.94,71.0,0.18,1033.0,527.0,506.0,0.41,0.65,0.42,28.0,0.07,1116.0,569.0,546.0,0.5,0.89,0.5,206.0,0.52,1217.0,622.0,595.0,0.77,0.93,0.78,23.0,0.06,1194.0,616.0,579.0,0.78,0.83,0.83,18.0,0.05,1204.0,602.0,602.0,0.78,0.94,0.78,226.0,0.57,1154.0,592.0,563.0,0.64,0.85,0.65,172.0,0.43,1222.0,613.0,610.0,0.8,0.91,0.82,11.0,0.03,1095.0,552.0,544.0,0.64,0.82,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.05,1129.0,568.0,561.0,0.5,0.83,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.39,1234.0,627.0,607.0,0.8,0.92,0.82,14.0,0.04,1065.0,538.0,527.0,0.57,0.64,0.57,22.0,0.06,1122.0,570.0,552.0,0.73,0.91,0.73,147.0,0.37,1238.0,625.0,614.0,0.8,0.92,0.81,190.0,0.48,1156.0,588.0,568.0,0.65,0.84,0.66,41.0,0.1,1145.0,575.0,570.0,0.61,0.85,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350,680,660,34,35,33.0,34,34,1190,610,580,30,31,29.0,30,31,1050,530,510,26,27,25.5,27,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300
2023,Missouri,2100.0,0.03,0.0,0.0,0.0,294.0,0.14,1318.0,643.0,676.0,0.9,0.95,0.93,220.0,0.1,1039.0,529.0,510.0,0.43,0.66,0.44,230.0,0.11,1044.0,534.0,510.0,0.4,0.64,0.42,1128.0,0.54,1221.0,622.0,599.0,0.75,0.94,0.77,121.0,0.06,1219.0,622.0,596.0,0.73,0.93,0.74,97.0,0.05,1137.0,570.0,566.0,0.57,0.73,0.58,1131.0,0.54,1167.0,597.0,570.0,0.64,0.86,0.65,948.0,0.45,1220.0,608.0,612.0,0.75,0.87,0.77,86.0,0.04,1161.0,584.0,577.0,0.63,0.74,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.04,1082.0,562.0,520.0,0.37,0.79,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972.0,0.46,1265.0,638.0,627.0,0.82,0.94,0.83,105.0,0.05,1073.0,533.0,540.0,0.5,0.66,0.53,534.0,0.25,1114.0,571.0,543.0,0.53,0.77,0.54,1000.0,0.48,1241.0,622.0,619.0,0.8,0.92,0.81,295.0,0.14,1157.0,588.0,569.0,0.64,0.85,0.65,207.0,0.1,1153.0,580.0,572.0,0.61,0.81,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350,690,680,34,35,34.0,34,34,1210,610,590,30,31,29.5,30,31,1040,530,510,26,26,25.5,27,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310
2023,Montana,477.0,0.05,0.0,0.0,0.0,16.0,0.03,1221.0,570.0,651.0,0.81,0.81,0.94,11.0,0.02,949.0,479.0,470.0,0.36,0.45,0.36,29.0,0.06,1176.0,606.0,570.0,0.62,0.97,0.62,371.0,0.78,1204.0,614.0,591.0,0.77,0.94,0.77,22.0,0.05,1181.0,604.0,577.0,0.73,0.86,0.77,26.0,0.05,1151.0,595.0,556.0,0.5,0.92,0.54,267.0,0.56,1169.0,604.0,565.0,0.67,0.91,0.68,209.0,0.44,1221.0,610.0,612.0,0.81,0.92,0.83,17.0,0.04,1205.0,604.0,602.0,0.71,0.94,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.05,1186.0,605.0,581.0,0.59,0.86,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.37,1241.0,631.0,610.0,0.83,0.97,0.84,21.0,0.04,1192.0,607.0,585.0,0.76,0.9,0.76,107.0,0.22,1228.0,622.0,606.0,0.74,0.96,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.67,1185.0,601.0,584.0,0.75,0.9,0.78,26.0,0.05,1113.0,558.0,555.0,0.69,0.81,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310,670,650,34,34,32.5,34,34,1190,610,580,30,31,29.0,30,31,1080,550,520,27,28,26.0,27,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230
2023,Nebraska,331.0,0.01,0.0,0.0,0.0,68.0,0.21,1294.0,633.0,661.0,0.87,0.93,0.9,20.0,0.06,1187.0,614.0,574.0,0.8,1.0,0.8,28.0,0.08,1191.0,612.0,579.0,0.79,1.0,0.79,176.0,0.53,1252.0,635.0,617.0,0.85,0.97,0.85,23.0,0.07,1293.0,661.0,632.0,0.91,0.96,0.91,15.0,0.05,1203.0,596.0,607.0,0.73,0.93,0.73,181.0,0.55,1232.0,629.0,603.0,0.82,0.98,0.83,146.0,0.44,1275.0,633.0,642.0,0.87,0.95,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.03,1186.0,603.0,584.0,0.82,1.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.42,1297.0,654.0,643.0,0.88,0.98,0.88,13.0,0.04,1158.0,568.0,590.0,0.69,0.77,0.77,212.0,0.64,1269.0,639.0,630.0,0.87,0.98,0.88,30.0,0.09,1245.0,630.0,614.0,0.77,0.93,0.77,66.0,0.2,1219.0,607.0,612.0,0.82,0.95,0.83,37.0,0.11,1191.0,595.0,596.0,0.7,0.92,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1370,700,690,35,36,34.5,35,34,1270,640,630,31,33,31.5,32,32,1120,560,550,28,29,27.5,29,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250
2023,Nevada,2047.0,0.06,0.0,0.0,0.0,378.0,0.18,1261.0,620.0,641.0,0.81,0.91,0.83,123.0,0.06,1055.0,544.0,511.0,0.46,0.79,0.46,467.0,0.23,1075.0,551.0,524.0,0.48,0.77,0.48,828.0,0.4,1182.0,602.0,580.0,0.72,0.91,0.73,183.0,0.09,1211.0,614.0,597.0,0.77,0.9,0.78,56.0,0.03,1144.0,583.0,561.0,0.48,0.84,0.48,1101.0,0.54,1152.0,589.0,563.0,0.63,0.86,0.65,932.0,0.46,1181.0,591.0,590.0,0.69,0.87,0.7,56.0,0.03,1156.0,588.0,568.0,0.63,0.82,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.05,1140.0,582.0,558.0,0.65,0.92,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,0.31,1251.0,632.0,619.0,0.82,0.95,0.83,108.0,0.05,1071.0,548.0,523.0,0.44,0.68,0.45,963.0,0.47,1197.0,603.0,594.0,0.72,0.9,0.73,538.0,0.26,1116.0,568.0,548.0,0.58,0.82,0.6,335.0,0.16,1177.0,600.0,577.0,0.7,0.92,0.71,367.0,0.18,1197.0,604.0,593.0,0.71,0.89,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310,660,660,33,33,33.0,33,33,1170,600,570,29,30,28.5,29,30,1030,520,500,26,26,25.0,26,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280
2023,New,12390.0,0.82,0.0,0.0,0.0,578.0,0.05,1234.0,606.0,629.0,0.73,0.85,0.76,214.0,0.02,1008.0,514.0,494.0,0.33,0.59,0.35,666.0,0.05,1000.0,511.0,489.0,0.31,0.6,0.32,7002.0,0.57,1074.0,548.0,526.0,0.48,0.75,0.5,406.0,0.03,1093.0,552.0,541.0,0.49,0.73,0.5,3399.0,0.27,926.0,472.0,454.0,0.18,0.43,0.2,6083.0,0.49,1031.0,530.0,500.0,0.37,0.67,0.38,6247.0,0.5,1037.0,522.0,515.0,0.42,0.63,0.44,3941.0,0.32,964.0,491.0,473.0,0.26,0.53,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0,0.04,1016.0,518.0,499.0,0.37,0.66,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2459.0,0.2,1191.0,603.0,587.0,0.7,0.89,0.71,4169.0,0.34,929.0,475.0,455.0,0.18,0.45,0.2,1485.0,0.12,1008.0,514.0,494.0,0.35,0.59,0.36,5154.0,0.42,1042.0,529.0,513.0,0.4,0.67,0.42,5474.0,0.44,1030.0,525.0,505.0,0.39,0.65,0.41,1235.0,0.1,931.0,475.0,456.0,0.2,0.42,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170,600,580,30,30,29.0,30,31,1020,520,500,26,26,25.0,26,27,880,450,420,23,22,21.0,22,23,117.0,0.01,900.0,458.0,442.0,0.09,0.38,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290
