Year,State,Total_SAT_Takers,Total_Participation_Rate,Mean_Total_Score,Mean_ERW_Score,Mean_Math_Score,Race_AmInd_N,Race_AmInd_Pct,Race_AmInd_Mean_Tot,Race_AmInd_Mean_ERW,Race_AmInd_Mean_Math,Race_AmInd_Met_Both,Race_AmInd_Met_ERW,Race_AmInd_Met_Math,Race_Asian_N,Race_Asian_Pct,Race_Asian_Mean_Tot,Race_Asian_Mean_ERW,Race_Asian_Mean_Math,Race_Asian_Met_Both,Race_Asian_Met_ERW,Race_Asian_Met_Math,Race_Black_N,Race_Black_Pct,Race_Black_Mean_Tot,Race_Black_Mean_ERW,Race_Black_Mean_Math,Race_Black_Met_Both,Race_Black_Met_ERW,Race_Black_Met_Math,Race_Hispanic_N,Race_Hispanic_Pct,Race_Hispanic_Mean_Tot,Race_Hispanic_Mean_ERW,Race_Hispanic_Mean_Math,Race_Hispanic_Met_Both,Race_Hispanic_Met_ERW,Race_Hispanic_Met_Math,Race_White_N,Race_White_Pct,Race_White_Mean_Tot,Race_White_Mean_ERW,Race_White_Mean_Math,Race_White_Met_Both,Race_White_Met_ERW,Race_White_Met_Math,Race_Multi_N,Race_Multi_Pct,Race_Multi_Mean_Tot,Race_Multi_Mean_ERW,Race_Multi_Mean_Math,Race_Multi_Met_Both,Race_Multi_Met_ERW,Race_Multi_Met_Math,Race_NoResp_N,Race_NoResp_Pct,Race_NoResp_Mean_Tot,Race_NoResp_Mean_ERW,Race_NoResp_Mean_Math,Race_NoResp_Met_Both,Race_NoResp_Met_ERW,Race_NoResp_Met_Math,Gen_Female_N,Gen_Female_Pct,Gen_Female_Mean_Tot,Gen_Female_Mean_ERW,Gen_Female_Mean_Math,Gen_Female_Met_Both,Gen_Female_Met_ERW,Gen_Female_Met_Math,Gen_Male_N,Gen_Male_Pct,Gen_Male_Mean_Tot,Gen_Male_Mean_ERW,Gen_Male_Mean_Math,Gen_Male_Met_Both,Gen_Male_Met_ERW,Gen_Male_Met_Math,Gen_NoResp_N,Gen_NoResp_Pct,Gen_NoResp_Mean_Tot,Gen_NoResp_Mean_ERW,Gen_NoResp_Mean_Math,Gen_NoResp_Met_Both,Gen_NoResp_Met_ERW,Gen_NoResp_Met_Math,Edu_NoHS_N,Edu_NoHS_Pct,Edu_NoHS_Mean_Tot,Edu_NoHS_Mean_ERW,Edu_NoHS_Mean_Math,Edu_NoHS_Met_Both,Edu_NoHS_Met_ERW,Edu_NoHS_Met_Math,Edu_HS_N,Edu_HS_Pct,Edu_HS_Mean_Tot,Edu_HS_Mean_ERW,Edu_HS_Mean_Math,Edu_HS_Met_Both,Edu_HS_Met_ERW,Edu_HS_Met_Math,Edu_Assoc_N,Edu_Assoc_Pct,Edu_Assoc_Mean_Tot,Edu_Assoc_Mean_ERW,Edu_Assoc_Mean_Math,Edu_Assoc_Met_Both,Edu_Assoc_Met_ERW,Edu_Assoc_Met_Math,Edu_Bach_N,Edu_Bach_Pct,Edu_Bach_Mean_Tot,Edu_Bach_Mean_ERW,Edu_Bach_Mean_Math,Edu_Bach_Met_Both,Edu_Bach_Met_ERW,Edu_Bach_Met_Math,Edu_Grad_N,Edu_Grad_Pct,Edu_Grad_Mean_Tot,Edu_Grad_Mean_ERW,Edu_Grad_Mean_Math,Edu_Grad_Met_Both,Edu_Grad_Met_ERW,Edu_Grad_Met_Math,Edu_NoResp_N,Edu_NoResp_Pct,Edu_NoResp_Mean_Tot,Edu_NoResp_Mean_ERW,Edu_NoResp_Mean_Math,Edu_NoResp_Met_Both,Edu_NoResp_Met_ERW,Edu_NoResp_Met_Math,SAT_75th_Total,SAT_75th_ERW,SAT_75th_Math,SAT_75th_Reading,SAT_75th_Writing,SAT_75th_Math_Sub,SAT_75th_Hist_Soc,SAT_75th_Science,SAT_50th_Total,SAT_50th_ERW,SAT_50th_Math,SAT_50th_Reading,SAT_50th_Writing,SAT_50th_Math_Sub,SAT_50th_Hist_Soc,SAT_50th_Science,SAT_25th_Total,SAT_25th_ERW,SAT_25th_Math,SAT_25th_Reading,SAT_25th_Writing,SAT_25th_Math_Sub,SAT_25th_Hist_Soc,SAT_25th_Science,Race_NatHaw_N,Race_NatHaw_Pct,Race_NatHaw_Mean_Tot,Race_NatHaw_Mean_ERW,Race_NatHaw_Mean_Math,Race_NatHaw_Met_Both,Race_NatHaw_Met_ERW,Race_NatHaw_Met_Math,SAT_IQR_Spread
2021,Georgia,49170,0.41,1086,551,534,152,0,989,499,490,0.32,0.55,0.38,4423,0.09,1236,604,632,0.78,0.87,0.82,12640,0.26,969,497,473,0.26,0.55,0.27,5534,0.11,1049,532,517,0.43,0.7,0.45,23242,0.47,1130,576,554,0.6,0.87,0.62,2053,0.04,1112,566,546,0.55,0.83,0.57,1087,0.02,1022,519,502,0.38,0.63,0.39,26916,0.55,1074,551,523,0.46,0.77,0.48,22200,0.45,1099,551,548,0.55,0.75,0.57,1058,0.05,1000,513,488,0.4,0.68,0.41,617,0.03,961,487,474,0.31,0.59,0.33,2714,0.13,1005,515,489,0.38,0.72,0.39,832,0.04,1017,523,494,0.41,0.77,0.42,7586,0.37,1102,567,535,0.59,0.88,0.61,7012,0.34,1161,597,563,0.71,0.91,0.71,1162,0.06,988,508,481,0.38,0.68,0.39,1220,620,600,31,31,30,31,31,1080,550,530,28,27,26.5,28,28,950,480,460,24,23,23,24,24,39,0,1007,512,495,0.33,0.59,0.33,270
2021,Hawaii,3848,0.26,848,1144,572,0,0,0,0,0,0,0,0,1391,0.36,1182,582,600,0.74,0.88,0.77,27,0.01,1043,544,500,0.33,0.7,0.33,544,0.14,1098,557,542,0.54,0.81,0.56,403,0.1,1191,607,584,0.74,0.95,0.75,1155,0.3,1137,573,565,0.61,0.85,0.63,114,0.03,1077,541,536,0.47,0.72,0.5,2076,0.54,1137,574,563,0.63,0.86,0.64,1771,0.46,1153,570,582,0.66,0.82,0.69,140,0.04,1011,516,494,0.41,0.69,0.41,42,0.01,1019,509,510,0.45,0.69,0.5,692,0.18,1005,515,490,0.36,0.77,0.38,290,0.07,1035,529,505,0.43,0.83,0.43,1573,0.4,1090,559,531,0.59,0.88,0.6,958,0.25,1146,589,557,0.71,0.92,0.71,173,0.04,985,505,480,0.36,0.66,0.37,1270,640,640,32,32,32,32,32,1130,570,560,28,29,28,28,29,1020,500,500,25,25,25,25,25,214,0.06,1010,502,508,0.37,0.55,0.42,250
2021,Idaho,19211,0.9,985,502,483,466,0.02,892,453,438,0.15,0.34,0.18,292,0.02,1074,531,543,0.49,0.7,0.54,156,0.01,883,451,433,0.1,0.35,0.13,2434,0.13,919,469,450,0.2,0.43,0.21,11005,0.57,1029,524,505,0.4,0.68,0.42,573,0.03,1019,518,502,0.4,0.66,0.41,4228,0.22,913,468,446,0.17,0.43,0.19,9503,0.49,984,508,477,0.29,0.61,0.3,9684,0.5,986,497,489,0.34,0.56,0.37,1346,0.21,1008,514,494,0.43,0.7,0.45,216,0.03,876,440,436,0.18,0.38,0.19,1151,0.18,978,500,478,0.34,0.66,0.36,345,0.06,1015,521,494,0.43,0.78,0.45,1982,0.32,1078,552,527,0.59,0.86,0.61,1233,0.2,1137,583,554,0.71,0.92,0.72,1284,0.21,987,504,483,0.38,0.67,0.4,1110,570,540,29,28,27,29,29,970,500,480,25,24,24,25,25,840,430,400,22,21,20,22,22,57,0,971,497,474,0.26,0.53,0.28,270
2021,Illinois,119066,0.8,1007,508,498,1216,0.01,877,444,433,0.12,0.31,0.14,7044,0.06,1200,588,612,0.72,0.83,0.75,12696,0.11,894,456,438,0.15,0.36,0.16,27400,0.23,947,480,468,0.25,0.48,0.27,52729,0.44,1070,540,530,0.49,0.72,0.51,3779,0.03,1060,538,523,0.45,0.69,0.47,14051,0.12,889,452,437,0.15,0.35,0.16,60095,0.5,1010,515,495,0.36,0.61,0.37,58606,0.49,1004,502,502,0.37,0.55,0.4,4857,0.1,1028,524,504,0.46,0.73,0.48,2108,0.04,943,477,466,0.29,0.58,0.31,8417,0.17,991,506,485,0.37,0.7,0.39,2331,0.05,1014,520,493,0.42,0.77,0.43,14774,0.29,1100,562,538,0.63,0.88,0.65,11678,0.23,1166,594,572,0.76,0.93,0.76,5115,0.1,1004,512,492,0.42,0.7,0.43,1150,580,570,29,29,28.5,29,30,990,500,490,25,25,24.5,25,25,840,430,410,21,21,20.5,22,22,151,0,898,453,445,0.17,0.34,0.2,310
2021,Indiana,32671,0.43,671,1095,551,185,0.01,999,501,498,0.31,0.62,0.33,1500,0.05,1172,575,597,0.65,0.79,0.69,2287,0.07,958,486,472,0.24,0.51,0.26,3383,0.1,1015,513,502,0.36,0.65,0.39,23223,0.71,1120,564,556,0.61,0.84,0.64,1327,0.04,1097,555,542,0.54,0.8,0.56,748,0.02,990,503,487,0.34,0.57,0.35,18286,0.56,1079,549,530,0.5,0.78,0.52,14318,0.44,1117,555,562,0.62,0.79,0.65,3096,0.07,879,442,437,0.17,0.41,0.19,2144,0.05,872,437,435,0.15,0.37,0.17,11172,0.26,937,475,463,0.27,0.56,0.29,2987,0.07,987,501,486,0.38,0.69,0.4,13971,0.32,1046,531,515,0.53,0.8,0.55,7382,0.17,1107,563,543,0.66,0.86,0.67,3779,0.09,872,439,433,0.16,0.4,0.17,1210,610,600,31,31,30,31,31,1090,550,540,28,27,27,28,28,970,490,480,25,24,24,25,25,18,0,999,501,498,0.33,0.5,0.39,240
2021,Iowa,625,0.02,625,1243,623,0,0,0,0,0,0,0,0,124,0.2,1313,634,679,0.83,0.91,0.87,18,0.03,1035,532,503,0.39,0.61,0.44,43,0.07,1124,580,544,0.53,0.88,0.53,376,0.6,1240,627,614,0.8,0.93,0.81,41,0.07,1282,645,637,0.85,0.95,0.85,21,0.03,1256,624,632,0.86,0.9,0.86,313,0.5,1214,615,598,0.72,0.91,0.73,305,0.49,1273,630,643,0.84,0.92,0.85,666,0.14,1063,547,516,0.55,0.85,0.57,74,0.02,981,502,479,0.28,0.76,0.3,557,0.12,1026,531,495,0.42,0.81,0.45,352,0.08,1064,549,515,0.53,0.89,0.56,1826,0.39,1106,569,537,0.65,0.93,0.66,1045,0.22,1169,600,569,0.77,0.95,0.78,661,0.14,1049,539,510,0.53,0.85,0.54,1390,700,710,35,35,35.5,35,35,1260,640,620,32,32,31,32,32,1110,560,540,28,28,27,28,28,0,0,0,0,0,0,0,0,280
2021,Kansas,721,0.02,721,1243,619,0,0,0,0,0,0,0,0,171,0.24,1293,615,678,0.8,0.85,0.92,36,0.05,1098,555,543,0.53,0.83,0.53,61,0.08,1228,619,608,0.79,0.95,0.82,396,0.55,1234,626,609,0.81,0.94,0.82,33,0.05,1270,633,637,0.79,0.94,0.82,22,0.03,1252,626,625,0.77,0.91,0.82,360,0.5,1217,615,602,0.74,0.91,0.78,360,0.5,1268,624,645,0.84,0.91,0.88,388,0.07,1018,522,496,0.43,0.74,0.46,205,0.03,932,474,458,0.23,0.57,0.24,869,0.15,1005,518,488,0.38,0.75,0.39,292,0.05,1029,528,501,0.43,0.79,0.43,2297,0.39,1114,573,541,0.66,0.91,0.67,1571,0.27,1172,603,569,0.76,0.94,0.77,420,0.07,996,509,487,0.39,0.71,0.41,1380,690,700,34,35,35,35,35,1250,630,620,31,32,31,31,32,1110,550,550,27,28,27.5,28,28,0,0,0,0,0,0,0,0,270
2021,Kentucky,1080,0.02,1219,616,603,0,0,0,0,0,0,0,0,162,0.15,1283,621,662,0.86,0.94,0.9,57,0.05,1076,549,527,0.53,0.81,0.54,55,0.05,1121,573,548,0.58,0.87,0.6,721,0.67,1224,623,601,0.77,0.95,0.79,54,0.05,1217,617,600,0.7,0.96,0.7,27,0.03,1220,619,601,0.67,0.93,0.7,560,0.52,1195,613,582,0.71,0.95,0.72,518,0.48,1245,618,626,0.81,0.93,0.83,1245,0.19,1065,552,513,0.51,0.84,0.51,83,0.01,954,488,466,0.29,0.63,0.29,862,0.13,1045,541,504,0.47,0.85,0.48,287,0.04,1073,557,515,0.55,0.9,0.55,2471,0.37,1120,582,538,0.65,0.93,0.66,1966,0.3,1173,610,564,0.75,0.95,0.75,1171,0.18,1052,546,507,0.48,0.83,0.49,1340,680,680,34,34,34,34,34,1230,620,600,31,31,30,31,31,1090,560,530,27,28,26.5,27,28,0,0,0,0,0,0,0,0,250
2021,Louisiana,1409,0.03,409,1188,605,0,0,0,0,0,0,0,0,148,0.11,1315,647,668,0.89,0.95,0.91,231,0.16,1022,523,499,0.36,0.61,0.36,122,0.09,1183,606,578,0.68,0.85,0.69,785,0.56,1225,626,599,0.75,0.94,0.76,61,0.04,1183,615,568,0.67,0.95,0.67,58,0.04,1056,535,521,0.43,0.64,0.43,753,0.53,1173,603,570,0.64,0.88,0.65,650,0.46,1207,607,600,0.72,0.86,0.73,748,0.1,1011,524,487,0.39,0.78,0.4,157,0.02,1025,529,496,0.42,0.78,0.42,1290,0.17,1040,539,501,0.46,0.82,0.47,359,0.05,1066,553,513,0.52,0.86,0.53,2700,0.35,1099,573,526,0.59,0.9,0.6,2167,0.28,1148,597,551,0.69,0.92,0.7,768,0.1,1004,519,485,0.37,0.76,0.38,1340,680,670,33,35,33.5,34,34,1200,620,580,30,31,29,30,31,1040,530,500,26,27,25,26,27,0,0,0,0,0,0,0,0,300
2021,Maine,4177,0.29,1099,558,541,44,0.01,955,485,470,0.18,0.5,0.2,230,0.06,1185,560,625,0.68,0.79,0.78,129,0.03,904,457,447,0.21,0.4,0.24,137,0.03,1030,526,503,0.37,0.7,0.39,3154,0.76,1119,571,548,0.58,0.84,0.59,120,0.03,1101,557,545,0.58,0.76,0.61,360,0.09,983,505,478,0.27,0.6,0.29,2150,0.51,1088,560,528,0.5,0.8,0.51,2007,0.48,1111,556,554,0.58,0.77,0.6,1147,0.18,930,478,452,0.21,0.58,0.23,102,0.02,877,442,435,0.14,0.39,0.18,1152,0.18,953,491,462,0.25,0.65,0.27,301,0.05,998,516,482,0.33,0.75,0.35,1948,0.31,1049,541,508,0.49,0.84,0.51,1245,0.2,1110,575,535,0.62,0.9,0.63,1277,0.2,924,477,446,0.2,0.58,0.21,1230,630,610,32,31,30.5,32,32,1090,560,540,28,28,27,28,28,970,490,470,25,24,23.5,25,25,0,0,0,0,0,0,0,0,260
2021,Maryland,33457,0.47,457,1073,542,345,0.01,903,455,449,0.2,0.34,0.23,3200,0.1,1255,613,641,0.79,0.88,0.82,8761,0.26,948,485,462,0.24,0.5,0.25,3577,0.11,997,507,490,0.34,0.59,0.36,14788,0.44,1131,570,561,0.62,0.81,0.64,1858,0.06,1104,561,543,0.53,0.75,0.54,836,0.02,1021,516,505,0.37,0.54,0.38,17204,0.51,1066,544,522,0.46,0.71,0.48,16209,0.48,1081,540,541,0.51,0.68,0.54,834,0.07,973,500,473,0.32,0.62,0.33,246,0.02,948,485,463,0.24,0.59,0.26,1798,0.14,1002,517,485,0.36,0.75,0.37,483,0.04,995,513,483,0.34,0.73,0.35,4333,0.35,1073,555,518,0.54,0.87,0.54,4311,0.34,1127,584,543,0.64,0.91,0.65,1038,0.08,983,507,476,0.34,0.67,0.35,1230,620,610,31,31,30.5,31,32,1070,540,530,27,27,26.5,27,27,900,450,440,23,22,22,23,23,92,0,907,456,450,0.16,0.35,0.17,330
2021,Massachusetts,27255,0.34,1184,591,593,90,0,1017,510,506,0.41,0.67,0.43,3362,0.12,1317,636,682,0.89,0.93,0.93,1398,0.05,1036,520,516,0.42,0.64,0.45,2531,0.09,1079,541,538,0.51,0.71,0.54,17461,0.64,1190,598,592,0.74,0.91,0.75,1082,0.04,1230,616,614,0.76,0.92,0.77,1316,0.05,1086,543,543,0.5,0.68,0.53,13717,0.5,1170,590,580,0.68,0.87,0.69,13464,0.49,1197,592,606,0.74,0.86,0.76,2492,0.09,1019,521,498,0.43,0.73,0.45,431,0.02,973,487,486,0.34,0.6,0.38,3199,0.12,1010,516,494,0.4,0.75,0.42,1002,0.04,1030,530,500,0.45,0.81,0.47,8928,0.34,1089,558,531,0.59,0.88,0.61,9735,0.37,1171,599,572,0.76,0.93,0.77,2989,0.11,1020,522,498,0.42,0.72,0.44,1330,670,670,33,34,33.5,34,34,1180,590,590,30,30,29.5,30,30,1040,520,520,26,26,26,26,26,15,0,1058,522,536,0.47,0.6,0.47,290
2021,Michigan,71935,0.68,935,1031,523,461,0.01,927,472,455,0.19,0.45,0.21,3619,0.05,1208,591,617,0.72,0.82,0.76,6873,0.1,884,455,429,0.14,0.36,0.14,5185,0.07,958,488,470,0.25,0.51,0.27,50711,0.7,1050,533,518,0.45,0.7,0.47,1343,0.02,1134,572,562,0.62,0.84,0.64,3697,0.05,941,480,461,0.23,0.47,0.24,37225,0.52,1031,529,502,0.39,0.68,0.41,34464,0.48,1031,516,515,0.43,0.62,0.45,13285,0.22,961,488,473,0.33,0.61,0.35,1664,0.03,865,438,428,0.13,0.39,0.14,10991,0.19,943,481,462,0.27,0.59,0.29,3217,0.05,983,503,480,0.35,0.7,0.37,15913,0.27,1057,540,517,0.54,0.83,0.55,10497,0.18,1123,573,550,0.67,0.89,0.68,12130,0.2,934,474,459,0.27,0.55,0.28,1170,590,580,30,30,29,30,30,1020,520,510,26,26,25.5,26,26,880,450,430,22,22,21.5,22,22,46,0,957,494,463,0.26,0.43,0.28,290
2021,Minnesota,1709,0.02,709,1263,626,0,0,0,0,0,0,0,0,368,0.22,1318,628,691,0.88,0.91,0.94,108,0.06,1094,548,546,0.55,0.73,0.56,123,0.07,1120,566,554,0.55,0.73,0.56,918,0.54,1282,644,638,0.86,0.96,0.87,101,0.06,1301,655,646,0.9,0.96,0.9,80,0.05,1203,588,615,0.71,0.8,0.76,849,0.5,1246,626,619,0.8,0.92,0.81,854,0.5,1279,626,653,0.84,0.91,0.87,2027,0.18,1082,553,529,0.6,0.86,0.62,180,0.02,978,494,483,0.31,0.61,0.34,984,0.09,1045,532,513,0.51,0.84,0.53,566,0.05,1062,540,522,0.57,0.84,0.6,4317,0.39,1137,579,558,0.73,0.93,0.75,3059,0.28,1202,615,587,0.83,0.96,0.84,2001,0.18,1071,547,524,0.58,0.85,0.6,1410,700,720,35,35,36,35,35,1290,640,640,32,32,32,32,32,1140,560,560,28,28,28,28,28,0,0,0,0,0,0,0,0,270
2021,Mississippi,423,0.01,423,1202,612,0,0,0,0,0,0,0,0,55,0.13,1283,626,657,0.87,0.91,0.91,69,0.16,1053,543,510,0.36,0.71,0.39,27,0.06,1189,612,577,0.78,0.89,0.78,237,0.56,1233,633,601,0.77,0.97,0.77,19,0.04,1185,598,586,0.68,0.84,0.68,15,0.04,1139,589,550,0.67,1,0.67,241,0.57,1157,597,560,0.62,0.88,0.63,180,0.43,1262,633,629,0.83,0.94,0.84,350,0.09,1010,519,490,0.39,0.69,0.4,83,0.02,1052,530,522,0.52,0.82,0.53,520,0.14,1068,551,517,0.55,0.85,0.55,230,0.06,1077,558,519,0.54,0.87,0.55,1418,0.38,1112,576,536,0.63,0.89,0.64,977,0.26,1161,602,559,0.72,0.93,0.73,421,0.11,1005,517,488,0.38,0.69,0.39,1340,680,660,34,35,33,34,34,1210,620,590,31,32,29.5,31,31,1070,550,520,27,28,26,27,27,0,0,0,0,0,0,0,0,270
2021,Missouri,1796,0.02,796,1219,614,0,0,0,0,0,0,0,0,260,0.14,1331,641,690,0.89,0.93,0.92,149,0.08,1045,533,512,0.45,0.67,0.47,159,0.09,1066,543,523,0.47,0.68,0.49,1058,0.59,1240,629,611,0.8,0.94,0.82,98,0.05,1270,642,628,0.81,0.94,0.82,68,0.04,1138,571,567,0.53,0.69,0.54,928,0.52,1201,613,588,0.72,0.89,0.73,863,0.48,1238,614,624,0.77,0.88,0.79,902,0.1,1073,553,520,0.55,0.86,0.56,128,0.01,967,491,476,0.32,0.64,0.34,1154,0.13,1049,540,509,0.49,0.83,0.51,348,0.04,1056,546,511,0.49,0.86,0.5,3308,0.38,1132,583,549,0.71,0.93,0.72,2669,0.31,1195,615,580,0.8,0.96,0.8,1019,0.12,1053,544,509,0.5,0.85,0.51,1380,690,690,34,35,34.5,34,34,1230,620,610,31,32,30.5,31,31,1090,550,530,27,28,26.5,27,27,0,0,0,0,0,0,0,0,290
2021,Montana,489,0.05,489,1225,618,0,0,0,0,0,0,0,0,21,0.04,1155,556,599,0.76,0.86,0.76,0,0,0,0,0,0,0,0,14,0.03,1266,624,643,0.79,1,0.79,403,0.82,1235,624,611,0.81,0.96,0.83,24,0.05,1228,627,601,0.71,0.92,0.75,22,0.04,1121,580,540,0.59,0.95,0.59,263,0.54,1201,614,587,0.75,0.94,0.77,222,0.45,1252,622,630,0.83,0.95,0.84,241,0.11,1023,522,501,0.48,0.8,0.5,17,0.01,929,476,454,0.18,0.41,0.18,341,0.15,1022,521,500,0.49,0.8,0.5,103,0.05,1040,531,509,0.5,0.82,0.5,851,0.38,1087,557,530,0.63,0.9,0.65,602,0.27,1130,581,550,0.7,0.92,0.72,239,0.11,1007,516,491,0.44,0.77,0.45,1340,680,680,34,34,34,34,35,1220,620,600,31,31,30,31,32,1110,560,540,28,28,27,28,28,0,0,0,0,0,0,0,0,230
2021,Nebraska,379,0.02,379,1246,625,0,0,0,0,0,0,0,0,70,0.18,1293,614,679,0.86,0.89,0.91,18,0.05,1117,574,543,0.56,0.78,0.56,35,0.09,1179,593,586,0.69,0.77,0.69,213,0.56,1268,646,622,0.85,0.96,0.85,22,0.06,1203,621,582,0.59,0.95,0.59,20,0.05,1129,554,575,0.6,0.75,0.7,184,0.49,1235,629,605,0.77,0.92,0.78,195,0.51,1257,622,635,0.81,0.9,0.84,256,0.07,1009,517,492,0.43,0.74,0.45,98,0.03,957,489,468,0.24,0.62,0.26,427,0.12,1022,529,493,0.43,0.78,0.46,191,0.05,1046,534,512,0.52,0.81,0.53,1518,0.43,1111,572,539,0.67,0.93,0.69,825,0.23,1176,608,569,0.8,0.96,0.8,277,0.08,1002,516,486,0.39,0.73,0.4,1390,700,700,35,35,35,35,35,1270,640,620,32,32,31,32,32,1110,560,540,28,28,27,28,28,0,0,0,0,0,0,0,0,280
2021,Nevada,1295,0.04,1195,596,598,0,0,0,0,0,0,0,0,264,0.2,1273,620,653,0.81,0.89,0.86,50,0.04,1083,544,539,0.4,0.68,0.48,233,0.18,1104,556,548,0.55,0.78,0.58,585,0.45,1210,608,602,0.77,0.92,0.79,106,0.08,1207,603,604,0.77,0.91,0.8,51,0.04,1120,565,555,0.59,0.78,0.67,645,0.5,1175,595,581,0.67,0.88,0.69,646,0.5,1214,598,616,0.76,0.87,0.8,403,0.11,983,506,478,0.33,0.68,0.34,171,0.05,968,492,477,0.32,0.64,0.34,802,0.22,1034,533,500,0.44,0.79,0.45,157,0.04,1071,554,517,0.54,0.86,0.54,1097,0.3,1105,568,537,0.62,0.9,0.63,885,0.24,1164,599,565,0.73,0.94,0.74,407,0.11,974,500,474,0.32,0.66,0.33,1340,670,680,33,34,34,33,34,1190,600,590,30,30,29.5,30,30,1060,530,520,26,26,26,27,26,0,0,0,0,0,0,0,0,280
2021,New Hampshire,11050,0.71,1065,540,526,132,0.01,935,472,463,0.16,0.43,0.23,512,0.05,1250,609,641,0.77,0.88,0.79,196,0.02,1023,519,504,0.39,0.64,0.4,583,0.05,1025,521,504,0.4,0.64,0.41,6842,0.62,1100,559,542,0.54,0.8,0.56,304,0.03,1137,574,563,0.6,0.84,0.62,2467,0.22,941,479,463,0.2,0.47,0.22,5547,0.5,1060,543,517,0.43,0.74,0.45,5491,0.5,1071,536,535,0.49,0.7,0.51,2765,0.36,988,506,483,0.38,0.69,0.39,74,0.01,939,470,469,0.26,0.53,0.3,834,0.11,985,507,479,0.34,0.72,0.36,224,0.03,1013,519,494,0.42,0.79,0.44,2030,0.26,1081,555,527,0.6,0.88,0.62,1730,0.22,1153,593,560,0.73,0.94,0.75,2531,0.33,977,500,478,0.36,0.66,0.37,1190,610,590,31,31,29.5,30,31,1050,540,520,27,26,26,27,27,920,470,450,24,23,22.5,24,23,14,0,1031,538,493,0.36,0.64,0.36,270
2021,New Jersey,54415,0.48,415,1125,562,168,0,1020,503,518,0.46,0.61,0.49,8314,0.15,1290,629,661,0.85,0.92,0.87,5053,0.09,969,491,478,0.29,0.53,0.31,11054,0.2,1012,508,504,0.38,0.6,0.41,25907,0.48,1154,579,576,0.67,0.87,0.69,1907,0.04,1172,588,584,0.68,0.86,0.69,1970,0.04,1036,518,518,0.43,0.57,0.45,28420,0.52,1112,561,551,0.56,0.78,0.58,25925,0.48,1138,562,576,0.63,0.77,0.65,4485,0.1,929,471,458,0.26,0.51,0.27,1578,0.03,909,456,453,0.22,0.47,0.24,7980,0.17,971,494,477,0.32,0.65,0.34,1820,0.04,997,510,487,0.37,0.73,0.39,14875,0.32,1082,551,531,0.57,0.85,0.59,13349,0.29,1147,584,563,0.7,0.9,0.71,4872,0.11,927,470,456,0.25,0.51,0.26,1280,640,650,32,33,32.5,32,32,1120,560,560,28,28,28,28,28,970,480,480,24,24,24,25,24,42,0,1016,504,512,0.38,0.6,0.45,310
2021,New Mexico,6270,0.3,996,508,488,446,0.07,887,450,437,0.11,0.3,0.13,201,0.03,1167,568,599,0.67,0.79,0.71,128,0.02,951,488,463,0.21,0.52,0.22,1613,0.26,1013,517,496,0.36,0.67,0.37,1919,0.31,1080,552,527,0.5,0.75,0.51,118,0.02,1156,582,574,0.64,0.86,0.65,1836,0.29,895,460,436,0.13,0.37,0.15,3433,0.55,983,506,477,0.29,0.57,0.3,2813,0.45,1012,511,501,0.37,0.6,0.4,190,0.07,964,490,473,0.27,0.6,0.32,102,0.04,955,486,469,0.29,0.6,0.29,433,0.16,981,505,477,0.33,0.7,0.34,156,0.06,1000,515,486,0.33,0.74,0.35,798,0.3,1067,549,518,0.53,0.85,0.54,867,0.33,1153,597,556,0.7,0.94,0.71,223,0.08,963,491,472,0.27,0.6,0.31,1120,580,550,29,28,27.5,29,29,970,500,480,25,24,24,25,25,840,430,400,22,21,20,22,22,0,0,0,0,0,0,0,0,280
2021,New York,116219,0.55,1057,526,531,649,0.01,925,462,463,0.23,0.38,0.26,15509,0.13,1190,571,619,0.71,0.78,0.77,15279,0.13,942,475,466,0.24,0.46,0.27,30384,0.26,962,483,480,0.29,0.48,0.32,39646,0.34,1165,581,584,0.71,0.87,0.73,3369,0.03,1149,575,574,0.64,0.81,0.66,11216,0.1,889,446,443,0.18,0.29,0.2,59516,0.51,1055,529,526,0.47,0.66,0.5,56517,0.49,1059,523,537,0.49,0.62,0.53,5949,0.1,975,495,480,0.35,0.63,0.37,2088,0.03,960,481,479,0.33,0.58,0.36,9720,0.16,1001,508,493,0.41,0.72,0.43,3531,0.06,1023,519,504,0.47,0.78,0.5,18115,0.3,1074,545,529,0.59,0.85,0.61,19204,0.31,1129,575,554,0.69,0.9,0.7,5752,0.09,958,487,471,0.3,0.59,0.32,1220,610,620,31,30,31,30,31,1050,520,530,26,26,26.5,27,26,880,440,440,22,21,22,23,22,167,0,955,479,476,0.27,0.5,0.3,340
